"","c_chief","c_lcDisagreement","c_lcDispositionDirection","c_issueArea","c_adminActionBool","c_oralArgBool","c_reargBool","c_decisionTime","c_formerCourt","c_caseOriginRegion","c_caseOriginCourt","e_houseMajority","e_senateMajority","e_decisionPresidentParty","e_JCApproval","j_justiceDecisionAgeBand","j_justiceRegion","j_justiceReligion","j_justiceEthnicity","j_justicePresidentParty","j_justiceVotesAppointed","direction"
"5327","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"West","Trial Court","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"5328","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"West","Trial Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5329","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"West","Trial Court","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"5330","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"5331","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5332","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5333","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"5334","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Liberal"
"5335","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"5336","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"5337","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5338","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"5339","Roberts",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"5340","Roberts",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5341","Roberts",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5342","Roberts",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"5343","Roberts",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"5344","Roberts",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"5345","Roberts",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"5346","Roberts",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5347","Roberts",0,"Conservative","Civil Rights",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"5348","Roberts",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"5349","Roberts",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5350","Roberts",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5351","Roberts",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"5352","Roberts",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"5353","Roberts",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"5354","Roberts",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"5355","Roberts",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5356","Roberts",1,"Liberal","Criminal Procedure",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"5357","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"5358","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5359","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5360","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"5361","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Liberal"
"5362","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"5363","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"5364","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5365","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"Northeast","District Court","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"5366","Roberts",0,"Conservative","Judicial Power",0,0,0,"0-30 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"5367","Roberts",0,"Conservative","Judicial Power",0,0,0,"0-30 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5368","Roberts",0,"Conservative","Judicial Power",0,0,0,"0-30 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5369","Roberts",0,"Conservative","Judicial Power",0,0,0,"0-30 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"5370","Roberts",0,"Conservative","Judicial Power",0,0,0,"0-30 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"5371","Roberts",0,"Conservative","Judicial Power",0,0,0,"0-30 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Conservative"
"5372","Roberts",0,"Conservative","Judicial Power",0,0,0,"0-30 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"5373","Roberts",0,"Conservative","Judicial Power",0,0,0,"0-30 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5374","Roberts",0,"Conservative","Judicial Power",0,0,0,"0-30 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"5375","Roberts",0,"Conservative","Attorneys",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"5376","Roberts",0,"Conservative","Attorneys",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5377","Roberts",0,"Conservative","Attorneys",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5378","Roberts",0,"Conservative","Attorneys",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"5379","Roberts",0,"Conservative","Attorneys",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Liberal"
"5380","Roberts",0,"Conservative","Attorneys",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"5381","Roberts",0,"Conservative","Attorneys",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"5382","Roberts",0,"Conservative","Attorneys",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5383","Roberts",0,"Conservative","Attorneys",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"5384","Roberts",1,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"5385","Roberts",1,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5386","Roberts",1,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5387","Roberts",1,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"5388","Roberts",1,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"5389","Roberts",1,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"5390","Roberts",1,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5391","Roberts",1,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"5392","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Others","Others","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"5393","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Others","Others","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5394","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Others","Others","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5395","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Others","Others","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"5396","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Others","Others","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"5397","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Others","Others","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"5398","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Others","Others","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"5399","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Others","Others","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5400","Roberts",0,"Liberal","Economic Activity",0,1,0,"31-180 Days",1,"Others","Others","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"5401","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","Others","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"5402","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","Others","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5403","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","Others","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5404","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","Others","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"5405","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","Others","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"5406","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","Others","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"5407","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","Others","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"5408","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","Others","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5409","Roberts",1,"Conservative","Judicial Power",0,1,0,"31-180 Days",1,"South","Others","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"5410","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"5411","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5412","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5413","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"5414","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Liberal"
"5415","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"5416","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"5417","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5418","Roberts",0,"Conservative","Economic Activity",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"5419","Roberts",0,"Liberal","Federalism",1,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Conservative"
"5420","Roberts",0,"Liberal","Federalism",1,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5421","Roberts",0,"Liberal","Federalism",1,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5422","Roberts",0,"Liberal","Federalism",1,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"5423","Roberts",0,"Liberal","Federalism",1,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"5424","Roberts",0,"Liberal","Federalism",1,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"5425","Roberts",0,"Liberal","Federalism",1,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5426","Roberts",0,"Liberal","Federalism",1,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"5427","Roberts",0,"Liberal","Economic Activity",0,1,0,"181+ Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"5428","Roberts",0,"Liberal","Economic Activity",0,1,0,"181+ Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5429","Roberts",0,"Liberal","Economic Activity",0,1,0,"181+ Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5430","Roberts",0,"Liberal","Economic Activity",0,1,0,"181+ Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"5431","Roberts",0,"Liberal","Economic Activity",0,1,0,"181+ Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"5432","Roberts",0,"Liberal","Economic Activity",0,1,0,"181+ Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"5433","Roberts",0,"Liberal","Economic Activity",0,1,0,"181+ Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"5434","Roberts",0,"Liberal","Economic Activity",0,1,0,"181+ Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5435","Roberts",0,"Liberal","Economic Activity",0,1,0,"181+ Days",1,"West","District Court","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"5436","Roberts",1,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"5437","Roberts",1,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5438","Roberts",1,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5439","Roberts",1,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"5440","Roberts",1,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"5441","Roberts",1,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"5442","Roberts",1,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"5443","Roberts",1,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5444","Roberts",1,"Liberal","Judicial Power",0,1,0,"31-180 Days",1,NA,NA,"Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Liberal"
"5445","Roberts",0,"Liberal","Privacy",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5446","Roberts",0,"Liberal","Privacy",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"5447","Roberts",0,"Liberal","Privacy",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5448","Roberts",0,"Liberal","Privacy",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5449","Roberts",0,"Liberal","Privacy",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Liberal"
"5450","Roberts",0,"Liberal","Privacy",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Conservative"
"5451","Roberts",0,"Liberal","Privacy",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"5452","Roberts",0,"Liberal","Privacy",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Liberal"
"5453","Roberts",0,"Liberal","Privacy",0,1,0,"31-180 Days",1,"Midwest","District Court","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"5454","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5455","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"5456","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Liberal"
"5457","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5458","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Episcopalian","Caucasian","Republican",">=75%","Conservative"
"5459","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","0-65","South","Catholicism","African American","Republican","<75%","Liberal"
"5460","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Jewish","Caucasian","Democrat",">=75%","Liberal"
"5461","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","West","Judaism","Caucasian","Democrat",">=75%","Conservative"
"5462","Roberts",0,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","0-65","Northeast","Catholicism","Caucasian","Republican","<75%","Conservative"
"5463","Roberts",1,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","Midwest","Protestant","Caucasian","Republican",">=75%","Liberal"
"5464","Roberts",1,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","Northeast","Catholicism","Caucasian","Republican",">=75%","Conservative"
"5465","Roberts",1,"Conservative","Criminal Procedure",0,1,0,"31-180 Days",1,"South","District Court","Democrat","Democrat","Republican","Approve","65+","West","Catholicism","Caucasian","Republican",">=75%","Liberal"
